Source_Code,Source_Material
MCB_225_9027_210,High Grade Fresh
MCB_225_9027_W01,Waste Fresh
MCB_225_9028_107,Poor Grade Fresh
MCB_225_9028_108,Low Grade Fresh
MCB_225_9028_109,Poor Grade Fresh
MCB_225_9028_110,High Grade Fresh
MCB_225_9028_111,High Grade Fresh
MCB_225_9028_112,Low Grade Fresh
MCB_225_9028_205,High Grade Fresh
MCB_225_9028_206,Poor Grade Fresh
MCB_225_9028_207,Low Grade Fresh
MCB_225_9028_208,High Grade Fresh
MCB_225_9028_209,Low Grade Fresh
MCB_225_9028_W01,Waste Fresh
MCB_225_9029_106,Poor Grade Fresh
MCB_225_9029_203,Poor Grade Fresh
MCB_225_9029_204,Poor Grade Fresh
MCB_225_9029_W00,Waste Oxide
MCB_225_9029_W01,Waste Fresh
MCB_225_9030_102,Poor Grade Fresh
MCB_225_9030_103,Low Grade Fresh
MCB_225_9030_104,Poor Grade Fresh
MCB_225_9030_105,Poor Grade Fresh
MCB_225_9030_202,High Grade Fresh
MCB_225_9030_W00,Waste Oxide
MCB_225_9030_W01,Waste Fresh
MCB_225_9031_101,Low Grade Fresh
MCB_225_9031_201,High Grade Fresh
MCB_225_9031_W00,Waste Oxide
MCB_225_9031_W01,Waste Fresh
MCB_225_9032_W00,Waste Oxide
MCB_225_9032_W01,Waste Fresh
MCB_225_9033_120,Low Grade Fresh
MCB_225_9033_121,Low Grade Fresh
MCB_225_9033_219,High Grade Fresh
MCB_225_9033_220,Poor Grade Fresh
MCB_225_9033_221,Low Grade Fresh
MCB_225_9033_W01,Waste Fresh
MCB_225_9034_113,Low Grade Fresh
MCB_225_9034_114,Low Grade Fresh
MCB_225_9034_115,Poor Grade Fresh
MCB_225_9034_116,High Grade Fresh
MCB_225_9034_117,Low Grade Fresh
MCB_225_9034_118,Poor Grade Fresh
MCB_225_9034_119,Low Grade
MCB_225_9034_211,Poor Grade Fresh
MCB_225_9034_212,Low Grade Fresh
MCB_225_9034_213,High Grade Fresh
MCB_225_9034_214,Poor Grade Fresh
MCB_225_9034_215,Poor Grade Fresh
MCB_225_9034_216,High Grade Fresh
MCB_225_9034_217,Low Grade Fresh
MCB_225_9034_218,High Grade Fresh
MCB_225_9034_W01,Waste Fresh
MCB_225_9094_118,Poor Grade Fresh
MCB_225_9094_119,Low Grade Fresh
MCB_225_9999_201,Poor Grade Oxide
MCB_225_9999_202,Low Grade Oxide
MCB_225_9999_203,Poor Grade Oxide
MCB_225_9999_204,Poor Grade Oxide
MCB_225_9999_205,Low Grade Oxide
MCB_225_9999_206,Poor Grade Oxide
MCB_225_9999_301,High Grade Oxide
MCB_225_9999_302,Poor Grade Oxide
MCB_225_9999_303,Poor Grade Oxide
MCB_225_9999_997,Low Grade Fresh
MCB_225_9999_998,High Grade Fresh
MCB_225_9999_999,Poor Grade Fresh
MCB_225_9999_W00,Waste Oxide
MCB_225_CAL1_MCB,Unknown
MCB_225_CAL2_MCB,Unknown
MCB_225_CAL3_MCB,Unknown
MCB_225_CAL4_MCB,Unknown
MCB_225_CAL5_MCB,Unknown
MCB_230_9020_110,Low Grade Fresh
MCB_230_9020_217,Low Grade Fresh
MCB_230_9020_218,Low Grade Fresh
MCB_230_9020_314,Low Grade Fresh
MCB_230_9020_315,Poor Grade Fresh
MCB_230_9020_W00,Waste Oxide
MCB_230_9020_W01,Waste Fresh
MCB_230_9021_101,High Grade Fresh
MCB_230_9021_102,Poor Grade Fresh
MCB_230_9021_103,Low Grade Fresh
MCB_230_9021_104,Low Grade Fresh
MCB_230_9021_105,Low Grade Fresh
MCB_230_9021_106,High Grade Fresh
MCB_230_9021_107,Low Grade Fresh
MCB_230_9021_108,High Grade Fresh
MCB_230_9021_109,Poor Grade Fresh
MCB_230_9021_211,Poor Grade Fresh
MCB_230_9021_212,Low Grade Fresh
MCB_230_9021_213,Low Grade Fresh
MCB_230_9021_214,Poor Grade Fresh
MCB_230_9021_215,Low Grade Fresh
MCB_230_9021_216,Low Grade Fresh
MCB_230_9021_217,Poor Grade Fresh
MCB_230_9021_308,Poor Grade Fresh
MCB_230_9021_309,High Grade Fresh
MCB_230_9021_310,Poor Grade Fresh
MCB_230_9021_311,Low Grade Fresh
MCB_230_9021_312,Low Grade Fresh
MCB_230_9021_313,Poor Grade Fresh
MCB_230_9021_315,Poor Grade Fresh
MCB_230_9021_W00,Waste Oxide
MCB_230_9021_W01,Waste Fresh
MCB_230_9022_W00,Waste Oxide
MCB_230_9022_W01,Waste Fresh
MCB_230_9023_209,High Grade Fresh
MCB_230_9023_210,Low Grade Fresh
MCB_230_9023_304,Poor Grade Fresh
MCB_230_9023_305,High Grade Fresh
MCB_230_9023_306,Low Grade Fresh
MCB_230_9023_307,High Grade Fresh
MCB_230_9023_W00,Waste Oxide
MCB_230_9023_W01,Waste Fresh
MCB_230_9024_204,Poor Grade Oxide
MCB_230_9024_205,Low Grade Fresh
MCB_230_9024_206,Poor Grade Fresh
MCB_230_9024_207,High Grade Fresh
MCB_230_9024_208,High Grade Fresh
MCB_230_9024_302,Poor Grade Fresh
MCB_230_9024_303,High Grade Fresh
MCB_230_9024_304,Poor Grade Oxide
MCB_230_9024_W00,Waste Oxide
MCB_230_9024_W01,Waste Fresh
MCB_230_9025_201,Poor Grade Oxide
MCB_230_9025_202,Poor Grade Oxide
MCB_230_9025_203,Poor Grade Oxide
MCB_230_9025_301,Poor Grade Fresh
MCB_230_9025_302,Poor Grade Oxide
MCB_230_9025_304,Poor Grade Oxide
MCB_230_9025_W00,Waste Oxide
MCB_230_9025_W01,Waste Fresh
MCB_230_9999_997,Low Grade Fresh
MCB_230_9999_998,High Grade Fresh
MCB_230_9999_999,Poor Grade Fresh
MCB_235_9012_109,High Grade Fresh
MCB_235_9012_110,Poor Grade Fresh
MCB_235_9012_225,High Grade Fresh
MCB_235_9012_226,High Grade Fresh
MCB_235_9012_227,Poor Grade Fresh
MCB_235_9012_228,Low Grade Fresh
MCB_235_9012_311,High Grade Oxide
MCB_235_9012_312,Poor Grade Oxide
MCB_235_9012_313,Low Grade Oxide
MCB_235_9012_314,Poor Grade Oxide
MCB_235_9012_315,High Grade Oxide
MCB_235_9012_316,Low Grade Oxide
MCB_235_9012_317,High Grade Oxide
MCB_235_9012_318,Low Grade Oxide
MCB_235_9012_997,Low Grade Fresh
MCB_235_9012_998,High Grade Fresh
MCB_235_9012_999,Poor Grade Fresh
MCB_235_9012_W00,Waste Fresh
MCB_235_9012_W01,Waste Fresh
MCB_235_9013_101,High Grade Fresh
MCB_235_9013_102,Low Grade Fresh
MCB_235_9013_103,Poor Grade Fresh
MCB_235_9013_104,Low Grade Fresh
MCB_235_9013_105,Poor Grade Fresh
MCB_235_9013_106,Low Grade Fresh
MCB_235_9013_107,Poor Grade Fresh
MCB_235_9013_108,High Grade Fresh
MCB_235_9013_217,High Grade Fresh
MCB_235_9013_218,High Grade Fresh
MCB_235_9013_219,Low Grade Fresh
MCB_235_9013_220,High Grade Fresh
MCB_235_9013_221,Low Grade Fresh
MCB_235_9013_222,Poor Grade Fresh
MCB_235_9013_223,Low Grade Fresh
MCB_235_9013_224,Poor Grade Fresh
MCB_235_9013_308,High Grade Oxide
MCB_235_9013_309,Poor Grade Oxide
MCB_235_9013_310,High Grade Oxide
MCB_235_9013_311,High Grade Fresh
MCB_235_9013_312,Poor Grade Fresh
MCB_235_9013_313,Low Grade Fresh
MCB_235_9013_314,Poor Grade Fresh
MCB_235_9013_315,High Grade Fresh
MCB_235_9013_316,Low Grade Fresh
MCB_235_9013_997,Low Grade Fresh
MCB_235_9013_998,High Grade Fresh
MCB_235_9013_999,Poor Grade Fresh
MCB_235_9013_W00,Waste Fresh
MCB_235_9013_W01,Waste Fresh
MCB_235_9014_W00,Waste Oxide
MCB_235_9015_210,Poor Grade Oxide
MCB_235_9015_211,High Grade Oxide
MCB_235_9015_212,Poor Grade Oxide
MCB_235_9015_213,Low Grade Oxide
MCB_235_9015_214,High Grade Oxide
MCB_235_9015_215,Low Grade Oxide
MCB_235_9015_216,High Grade Oxide
MCB_235_9015_307,Low Grade Oxide
MCB_235_9015_W00,Waste Oxide
MCB_235_9016_205,High Grade Oxide
MCB_235_9016_206,Poor Grade Oxide
MCB_235_9016_207,Poor Grade Oxide
MCB_235_9016_208,High Grade Oxide
MCB_235_9016_209,Poor Grade Oxide
MCB_235_9016_303,Low Grade Oxide
MCB_235_9016_304,High Grade Oxide
MCB_235_9016_305,Low Grade Oxide
MCB_235_9016_306,Low Grade Oxide
MCB_235_9016_W00,Waste Oxide
MCB_235_9017_202,High Grade Oxide
MCB_235_9017_203,Low Grade Oxide
MCB_235_9017_204,Poor Grade Oxide
MCB_235_9017_302,High Grade Oxide
MCB_235_9017_W00,Waste Oxide
MCB_235_9018_201,High Grade Oxide
MCB_235_9018_301,Poor Grade Oxide
MCB_235_9018_W00,Waste Oxide
MCB_235_9991_W00,Waste Oxide
MCB_235_9999_997,Low Grade Oxide
MCB_235_9999_998,High Grade Oxide
MCB_235_9999_999,Poor Grade Oxide
MCB_240_9003_112,Poor Grade Oxide
MCB_240_9003_216,Low Grade Oxide
MCB_240_9003_217,Poor Grade Oxide
MCB_240_9003_997,Low Grade Oxide
MCB_240_9003_998,High Grade Oxide
MCB_240_9003_999,Poor Grade Oxide
MCB_240_9003_W00,Waste Oxide
MCB_240_9004_997,Low Grade Oxide
MCB_240_9004_998,High Grade Oxide
MCB_240_9004_999,Poor Grade Oxide
MCB_240_9004_W00,Waste Oxide
MCB_240_9005_110,Poor Grade Oxide
MCB_240_9005_111,Poor Grade Oxide
MCB_240_9005_210,High Grade Oxide
MCB_240_9005_211,Poor Grade Oxide
MCB_240_9005_212,Low Grade Oxide
MCB_240_9005_213,Poor Grade Oxide
MCB_240_9005_214,Low Grade Oxide
MCB_240_9005_215,Poor Grade Oxide
MCB_240_9005_997,Low Grade Oxide
MCB_240_9005_998,High Grade Oxide
MCB_240_9005_999,Poor Grade Oxide
MCB_240_9005_W00,Waste Oxide
MCB_240_9006_108,Poor Grade Oxide
MCB_240_9006_109,Poor Grade Oxide
MCB_240_9006_997,Low Grade Oxide
MCB_240_9006_998,High Grade Oxide
MCB_240_9006_999,Poor Grade Oxide
MCB_240_9006_W00,Waste Oxide
MCB_240_9007_105,High Grade Oxide
MCB_240_9007_106,Poor Grade Oxide
MCB_240_9007_107,Poor Grade Oxide
MCB_240_9007_207,High Grade Oxide
MCB_240_9007_208,Poor Grade Oxide
MCB_240_9007_209,Low Grade Oxide
MCB_240_9007_997,Low Grade Oxide
MCB_240_9007_998,High Grade Oxide
MCB_240_9007_999,Poor Grade Oxide
MCB_240_9007_W00,Waste Oxide
MCB_240_9008_103,Poor Grade Oxide
MCB_240_9008_104,High Grade Oxide
MCB_240_9008_206,Poor Grade Oxide
MCB_240_9008_997,Low Grade Oxide
MCB_240_9008_998,High Grade Oxide
MCB_240_9008_999,Poor Grade Oxide
MCB_240_9008_W00,Waste Oxide
MCB_240_9009_101,Poor Grade Oxide
MCB_240_9009_102,Poor Grade Oxide
MCB_240_9009_201,Low Grade Oxide
MCB_240_9009_202,High Grade Oxide
MCB_240_9009_203,High Grade Oxide
MCB_240_9009_204,Low Grade Oxide
MCB_240_9009_205,High Grade Oxide
MCB_240_9009_997,Low Grade Oxide
MCB_240_9009_998,High Grade Oxide
MCB_240_9009_999,Poor Grade Oxide
MCB_240_9009_W00,Waste Oxide
MCB_240_9011_997,Low Grade Oxide
MCB_240_9011_998,High Grade Oxide
MCB_240_9011_999,Poor Grade Oxide
MCB_240_9011_W00,Waste Oxide
MCB_240_9017_303,Low Grade Oxide
MCB_240_9990_W00,Waste Oxide
MCB_240_9991_101,Poor Grade Oxide
MCB_240_9991_102,Poor Grade Oxide
MCB_240_9991_103,Poor Grade Oxide
MCB_240_9991_104,High Grade Oxide
MCB_240_9991_105,High Grade Oxide
MCB_240_9991_106,Poor Grade Oxide
MCB_240_9991_107,Poor Grade Oxide
MCB_240_9991_108,Poor Grade Oxide
MCB_240_9991_109,Poor Grade Oxide
MCB_240_9991_W00,Waste Oxide
MCB_240_9999_997,Low Grade Oxide
MCB_240_9999_998,High Grade Oxide
MCB_240_9999_999,Poor Grade Oxide
MCB_240_9999_W00,Waste Oxide
MCB_245_9000_W00,Waste Oxide
MCB_245_9001_W00,Waste Oxide
MCB_245_9002_111,High Grade Oxide
MCB_245_9002_212,High Grade Oxide
MCB_245_9002_997,Low Grade Oxide
MCB_245_9002_998,High Grade Oxide
MCB_245_9002_999,Poor Grade Oxide
MCB_245_9002_W00,Waste Oxide
MCB_245_9991_111,Low Grade Oxide
MCB_255_9027_W01,Waste Fresh
MCB_255_9028_107,Poor Grade Fresh
MCB_255_9028_108,Low Grade Fresh
MCB_255_9028_109,Poor Grade Fresh
MCB_255_9028_110,High Grade Fresh
MCB_255_9028_111,High Grade Fresh
MCB_255_9028_112,Low Grade Fresh
MCB_255_9028_W01,Waste Fresh
MCB_255_9029_106,Poor Grade Fresh
MCB_255_9029_W00,Waste Fresh
MCB_255_9030_102,Poor Grade Fresh
MCB_255_9030_103,Low Grade Fresh
MCB_255_9030_104,Poor Grade Fresh
MCB_255_9030_105,Poor Grade Fresh
MCB_255_9030_W00,Waste Fresh
MCB_255_9031_101,Low Grade Fresh
MCB_255_9031_W00,Waste Fresh
MCB_255_9032_W00,Waste Fresh
MCB_255_9033_121,Low Grade Fresh
MCB_255_9033_W01,Waste Fresh
MCB_255_9034_113,Low Grade Fresh
MCB_255_9034_114,Low Grade Fresh
MCB_255_9034_115,Poor Grade Fresh
MCB_255_9034_116,High Grade Fresh
MCB_255_9034_117,Low Grade Fresh
MCB_255_9034_W01,Waste Fresh
MCB_255_9999_997,Low Grade Fresh
MCB_255_9999_998,High Grade Fresh
MCB_255_9999_999,Poor Grade Fresh
MCB_260_9991_W00,Waste Oxide
MCB_260_9993_W00,Waste Oxide
MCB_260_9994_W00,Waste Oxide
MCB_260_9995_W00,Waste Oxide
MCB_260_9999_997,Low Grade Oxide
MCB_260_9999_998,High Grade Oxide
MCB_260_9999_999,Poor Grade Oxide
MCB_285_9085_222,Low Grade Fresh
MCB_285_9086_223,Poor Grade Fresh
MCB_285_9087_224,Poor Grade Fresh
MCB_285_9088_226,Poor Grade Fresh
MCB_285_9089_227,Poor Grade Fresh
MCB_285_9089_228,Low Grade Fresh
MCB_285_9089_229,High Grade Fresh
MCB_285_9090_230,High Grade Fresh
MCB_285_9090_232,Low Grade Fresh
MCB_285_9090_233,High Grade Fresh
MCB_DUMMY_1,Waste
MCB_DUMMY_2,Waste
MCB_DUMMY_3,Waste
MCB_DUMMY_4,Waste
MCB_DUMMY_5,Waste
MH16,NULL
MIN_MOP_PF_2,Poor Grade Fresh
ML01,NULL
MTR_MWD_WM_1,Waste Mixture
N1413 B2 SP,Ore
N1414 B1 05,Ore
N1414 UB2 SP,Ore
N1416 C1 SP,Ore
N1417 C1 OD,Ore
N1417 C101,Ore
N1417 C102,Ore
N34 A1 10,NULL
N36 A106 S,Ore
N36 A106 SLOT,Ore
N36 A107 S,Ore
N36 SP,Ore
N37 A103 N,Ore
N37 A103 S,Ore
N37 A104 S,Ore
N37 L9 SP,Ore
N37 SPN,Ore
N38 A101 N,Ore
N38 A101 S,Ore
N38B A101 N,Ore
N38B A102 N,Ore
N38B A103 N,Ore
N38SP,Ore
ND SP 26,Ore
NEP_275_6000_W00,Waste Sediment
NEP_275_6001_W02,Waste Sediment
NEP_277_6000_W00,Waste Sediment
NEP_277_6000_W02,Waste Sediment
NEP_285_247__NP,Unknown
NEP_285_248__NP,Unknown
NEP_285_249__NP,Unknown
NEP_285_250__NP,Unknown
NEP_285_251__NP,Unknown
NEP_285_252__NP,Unknown
NEP_285_253__NP,Unknown
NEP_285_254__NP,Unknown
NEP_285_255__NP,Unknown
NEP_285_256__NP,Unknown
NEP_285_257__NP,Unknown
NEP_285_258__NP,Unknown
NEP_285_259__NP,Unknown
NEP_285_260__NP,Unknown
NEP_285_261__NP,Unknown
NEP_285_262__NP,Unknown
NEP_285_263__NP,Unknown
NEP_285_264__NP,Unknown
NEP_285_265__NP,Unknown
NEP_285_266__NP,Unknown
NEP_285_267__NP,Unknown
NEP_285_268__NP,Unknown
NEP_285_269__NP,Unknown
NEP_285_270__NP,Unknown
NEP_285_271__NP,Unknown
NEP_285_272__NP,Unknown
NEP_285_273__NP,Unknown
NEP_285_274__NP,Unknown
NEP_285_275__NP,Unknown
NEP_285_276__NP,Unknown
NEP_285_277__NP,Unknown
NEP_285_278__NP,Unknown
NEP_285_279__NP,Unknown
NEP_285_280__NP,Unknown
NEP_285_281__NP,Unknown
NEP_285_282__NP,Unknown
NEP_285_283__NP,Unknown
NEP_285_284__NP,Unknown
NEP_285_285__NP,Unknown
NEP_285_286__NP,Unknown
NEP_285_287__NP,Unknown
NEP_285_288__NP,Unknown
NEP_285_289__NP,Unknown
NEP_ARW_WM_1,Waste Mixture
NEP_ARW_WM_2,Waste Fresh
NEP_DUMMY_1,Waste
NEP_LDY_1,Waste Fresh
NEP_MOP_HM_1,High Grade Mixture
NEP_MOP_HM_2,High Grade Mixture
NEP_MOP_LM_1,Low Grade Mixture 
NEP_MOP_LM_2,Low Grade Mixture 
NEP_MOP_PM_1,Poor Grade Mixture
NEP_MWD_WM_1,Waste Mixture
NEP_PIT_01,Waste Mixture
NEP_SSP_WM_1,Waste Mixture
NEP_SSP_WM_2,Waste Mixture
NRH1,NULL
NRL1,NULL
NRP1,NULL
NRP14,NULL
NRP2,NULL
NRP5,NULL
NRP8,NULL
OFF_MWD_WM_1,Waste Mixture
OP_BIO_W_1,Waste
ORC_MWD_WM_1,Waste Mixture
PDY______3079_000,Unknown
PDY______3080_000,Unknown
PDY______3081_000,Unknown
PDY______3082_000,Unknown
PDY______3083_000,Unknown
PDY______3084_000,Unknown
PDY______3085_000,Unknown
PDY______3086_000,Unknown
PDY______3087_000,Unknown
PDY______3088_000,Unknown
PDY______3089_000,Unknown
PDY______3090_000,Unknown
PDY______3091_000,Unknown
PDY_____3049_000,Waste Fresh
PDY_____3050_000,Waste Fresh
PDY_____3051_000,Waste Fresh
PDY_____3052_000,Waste Fresh
PDY_____3053_000,Waste Fresh
PDY_____3054_000,Waste Fresh
PDY_____3057_000,Waste Fresh
PDY_____3059_000,Unknown
PDY_____3061_000,Unknown
PDY_____3062_000,Unknown
PDY_____3063_000,Unknown
PDY_____3064_000,Unknown
PDY_____3065_000,Unknown
PDY_____3067_000,Unknown
PDY_____3068_000,Unknown
PDY_____3069_000,Unknown
PDY_____3070_000,Unknown
PDY_____3071_000,Unknown
PDY_____3072_000,Unknown
PDY_____3073_000,Unknown
PDY_____3074_000,Unknown
PDY_____3075_000,Unknown
PDY_____3076_000,Unknown
PDY_____3077_000,Unknown
PDY_____3078_000,Unknown
PDY_____3088_000,Unknown
PDY_____3089_000,Unknown
PDY_____3090_000,Unknown
PDY_____3091_000,Unknown
PDY____3041_000,Unknown
PDY____3045_000,Unknown
PDY____3046_000,Unknown
PDY____3047_000,Unknown
PDY____3048_000,Unknown
PDY____3055_000,Unknown
PDY____3056_000,Unknown
PDY____3058_000,Unknown
PDY____3060_000,Unknown
PDY____3066_000,Unknown
PDY_230_3089_101,Low Grade Fresh
PDY_230_3089_W01,Waste Fresh
PDY_230_9999_997,Low Grade Fresh
PDY_230_9999_998,High Grade Fresh
PDY_230_9999_999,Poor Grade Fresh
PDY_235_3089_103,High Grade Fresh
PDY_235_3089_201,High Grade Fresh
PDY_235_3089_301,High Grade Fresh
PDY_235_3089_W01,Waste Fresh
PDY_235_3090_101,Low Grade Fresh
PDY_235_3090_102,Poor Grade Fresh
PDY_235_3090_W01,Waste Fresh
PDY_235_3091_104,Low Grade Fresh
PDY_235_3091_W01,Waste Fresh
PDY_235_9999_997,Low Grade Fresh
PDY_235_9999_998,High Grade Fresh
PDY_235_9999_999,Poor Grade Fresh
PDY_240_3084_101,Low Grade Fresh
PDY_240_3084_201,Low Grade Fresh
PDY_240_3084_W01,Waste Fresh
PDY_240_3087_102,Low Grade Fresh
PDY_240_3087_103,High Grade Fresh
PDY_240_3087_104,Low Grade Fresh
PDY_240_3087_105,High Grade Fresh
PDY_240_3087_106,Poor Grade Fresh
PDY_240_3087_107,High Grade Fresh
PDY_240_3087_108,Poor Grade Fresh
PDY_240_3087_202,Low Grade Fresh
PDY_240_3087_203,High Grade Fresh
PDY_240_3087_204,Low Grade Fresh
PDY_240_3087_205,Poor Grade Fresh
PDY_240_3087_206,Poor Grade Fresh
PDY_240_3087_207,Low Grade Fresh
PDY_240_3087_W01,Waste Fresh
PDY_240_3088_102,Low Grade Fresh
PDY_240_3088_103,High Grade Fresh
PDY_240_3088_104,Low Grade Fresh
PDY_240_3088_105,High Grade Fresh
PDY_240_3088_106,Poor Grade Fresh
PDY_240_3088_108,Poor Grade Fresh
PDY_240_3088_W01,Waste Fresh
PDY_240_9999_997,Low Grade Fresh
PDY_240_9999_998,High Grade Fresh
PDY_240_9999_999,Poor Grade Fresh
PDY_245_3079_101,Poor Grade Fresh
PDY_245_3079_W01,Waste Fresh
PDY_245_3084_102,Low Grade Fresh
PDY_245_3084_103,Low Grade Fresh
PDY_245_3084_104,High Grade Fresh
PDY_245_3084_105,High Grade Fresh
PDY_245_3084_106,Low Grade Fresh
PDY_245_3084_201,High Grade Fresh
PDY_245_3084_202,Low Grade Fresh
PDY_245_3084_203,High Grade Fresh
PDY_245_3084_W01,Waste Fresh
PDY_245_3085_107,High Grade Fresh
PDY_245_3085_108,Low Grade Fresh
PDY_245_3085_204,High Grade Fresh
PDY_245_3085_205,Low Grade Fresh
PDY_245_3085_W01,Waste Fresh
PDY_245_3086_109,Low Grade Fresh
PDY_245_3086_110,Poor Grade Fresh
PDY_245_3086_111,Poor Grade Fresh
PDY_245_3086_112,High Grade Fresh
PDY_245_3086_113,High Grade Fresh
PDY_245_3086_114,Low Grade Fresh
PDY_245_3086_115,High Grade Fresh
PDY_245_3086_116,Poor Grade Fresh
PDY_245_3086_206,Low Grade Fresh
PDY_245_3086_207,Poor Grade Fresh
PDY_245_3086_208,Low Grade Fresh
PDY_245_3086_209,High Grade Fresh
PDY_245_3086_210,Low Grade Fresh
PDY_245_3086_211,Poor Grade Fresh
PDY_245_3086_212,High Grade Fresh
PDY_245_3086_W01,Waste Fresh
PDY_245_9999_997,Low Grade Fresh
PDY_245_9999_998,High Grade Fresh
PDY_245_9999_999,Poor Grade Fresh
PDY_250_3072_W01,Waste Fresh
PDY_250_3079_108,Low Grade Fresh
PDY_250_3079_109,High Grade Fresh
PDY_250_3079_208,Poor Grade Fresh
PDY_250_3079_209,Low Grade Fresh
PDY_250_3079_210,High Grade Fresh
PDY_250_3079_W01,Waste Fresh
PDY_250_3080_105,High Grade Fresh
PDY_250_3080_106,Low Grade Fresh
PDY_250_3080_107,Low Grade Fresh
PDY_250_3080_204,High Grade Fresh
PDY_250_3080_205,Low Grade Fresh
PDY_250_3080_206,Low Grade Fresh
PDY_250_3080_207,High Grade Fresh
PDY_250_3080_W01,Waste Fresh
PDY_250_3081_101,High Grade Fresh
PDY_250_3081_102,Poor Grade Fresh
PDY_250_3081_103,Low Grade Fresh
PDY_250_3081_104,High Grade Fresh
PDY_250_3081_201,High Grade Fresh
PDY_250_3081_202,Low Grade Fresh
PDY_250_3081_203,High Grade Fresh
PDY_250_3081_204,High Grade Fresh
PDY_250_3081_W01,Waste Fresh
PDY_250_3082_110,High Grade Fresh
PDY_250_3082_111,Low Grade Fresh
PDY_250_3082_112,Low Grade Fresh
PDY_250_3082_113,High Grade Fresh
PDY_250_3082_211,High Grade Fresh
PDY_250_3082_212,High Grade Fresh
PDY_250_3082_213,Poor Grade Fresh
PDY_250_3082_214,High Grade Fresh
PDY_250_3082_W01,Waste Fresh
PDY_250_3083_114,Low Grade Fresh
PDY_250_3083_115,High Grade Fresh
PDY_250_3083_116,Poor Grade Fresh
PDY_250_3083_117,Low Grade Fresh
PDY_250_3083_118,High Grade Fresh
PDY_250_3083_215,High Grade Fresh
PDY_250_3083_216,Low Grade Fresh
PDY_250_3083_217,Poor Grade Fresh
PDY_250_3083_218,Poor Grade Fresh
PDY_250_3083_219,High Grade Fresh
PDY_250_3083_W01,Waste Fresh
PDY_250_9999_997,Low Grade Fresh
PDY_250_9999_998,High Grade Fresh
PDY_250_9999_999,Poor Grade Fresh
PDY_255_3065_118,Low Grade Fresh
PDY_255_3065_W01,Waste Fresh
PDY_255_3072_W01,Waste Fresh
PDY_255_3073_117,Low Grade Fresh
PDY_255_3073_215,Low Grade Fresh
PDY_255_3073_W01,Waste Fresh
PDY_255_3074_109,Poor Grade Fresh
PDY_255_3074_110,Low Grade Fresh
PDY_255_3074_201,Low Grade Fresh
PDY_255_3074_202,High Grade Fresh
PDY_255_3074_W01,Waste Fresh
PDY_255_3075_103,Low Grade Fresh
PDY_255_3075_104,Low Grade Fresh
PDY_255_3075_105,High Grade Fresh
PDY_255_3075_106,Low Grade Fresh
PDY_255_3075_107,Poor Grade Fresh
PDY_255_3075_108,Low Grade Fresh
PDY_255_3075_203,Poor Grade Fresh
PDY_255_3075_204,High Grade Fresh
PDY_255_3075_205,Low Grade Fresh
PDY_255_3075_206,Low Grade Fresh
PDY_255_3075_207,Poor Grade Fresh
PDY_255_3075_W01,Waste Fresh
PDY_255_3076_101,High Grade Fresh
PDY_255_3076_102,High Grade Fresh
PDY_255_3076_208,High Grade Fresh
PDY_255_3076_209,High Grade Fresh
PDY_255_3076_W01,Waste Fresh
PDY_255_3077_111,High Grade Fresh
PDY_255_3077_112,High Grade Fresh
PDY_255_3077_113,Low Grade Fresh
PDY_255_3077_209,High Grade Fresh
PDY_255_3077_210,High Grade Fresh
PDY_255_3077_211,Low Grade Fresh
PDY_255_3077_212,Low Grade Fresh
PDY_255_3077_W01,Waste Fresh
PDY_255_3078_114,High Grade Fresh
PDY_255_3078_115,Low Grade Fresh
PDY_255_3078_116,Low Grade Fresh
PDY_255_3078_212,Low Grade Fresh
PDY_255_3078_213,High Grade Fresh
PDY_255_3078_214,Low Grade Fresh
PDY_255_3078_215,Low Grade Fresh
PDY_255_3078_W01,Waste Fresh
PDY_255_9999_997,Low Grade Fresh
PDY_255_9999_998,High Grade Fresh
PDY_255_9999_999,Poor Grade Fresh
PDY_260_3060_W01,Waste Fresh
PDY_260_3065_119,Low Grade Fresh
PDY_260_3065_120,Low Grade Fresh
PDY_260_3065_121,High Grade Fresh
PDY_260_3065_216,High Grade Fresh
PDY_260_3065_217,High Grade Fresh
PDY_260_3065_W01,Waste Fresh
PDY_260_3066_W01,Waste Fresh
PDY_260_3067_116,High Grade Fresh
PDY_260_3067_117,Poor Grade Fresh
PDY_260_3067_118,Poor Grade Fresh
PDY_260_3067_213,High Grade Fresh
PDY_260_3067_214,Poor Grade Fresh
PDY_260_3067_215,Low Grade Fresh
PDY_260_3067_W01,Waste Fresh
PDY_260_3068_111,Low Grade Fresh
PDY_260_3068_208,Low Grade Fresh
PDY_260_3068_W01,Waste Fresh
PDY_260_3069_105,Low Grade Fresh
PDY_260_3069_106,Poor Grade Fresh
PDY_260_3069_107,Low Grade Fresh
PDY_260_3069_108,Low Grade Fresh
PDY_260_3069_109,High Grade Fresh
PDY_260_3069_110,Low Grade Fresh
PDY_260_3069_203,Poor Grade Fresh
PDY_260_3069_204,Low Grade Fresh
PDY_260_3069_205,Low Grade Fresh
PDY_260_3069_206,High Grade Fresh
PDY_260_3069_207,Low Grade Fresh
PDY_260_3069_W01,Waste Fresh
PDY_260_3070_101,Low Grade Fresh
PDY_260_3070_102,High Grade Fresh
PDY_260_3070_103,Low Grade Fresh
PDY_260_3070_104,High Grade Fresh
PDY_260_3070_201,High Grade Fresh
